,fairness,utility,total
0,2.0901,0.4492342275439913,-0.8204328862280044
1,1.9116,0.5487485384605191,-0.6814257307697404
2,2.2156,0.5766047900252128,-0.8194976049873934
3,2.3006,0.5965041188913104,-0.8520479405543449
4,2.0843,0.5881781565512533,-0.7480609217243732
5,1.9899,0.5897108767889229,-0.7000945616055385
6,1.9536,0.5990644928247292,-0.6772677535876355
7,1.8977,0.5991898235985441,-0.649255088200728
8,1.8264,0.6068512581373017,-0.6097743709313492
9,1.7585,0.604931771294105,-0.5767841143529475
10,1.7986,0.6033639265439801,-0.59761803672801
11,1.7693,0.6004774092830586,-0.5844112953584708
12,1.5878,0.5968425147582889,-0.4954787426208556
13,1.5973,0.5987859390047887,-0.4992570304976056
14,1.6876,0.5984305895236856,-0.5445847052381572
15,1.595,0.5938863966585517,-0.5005568016707241
16,1.6668,0.5941288492414859,-0.5363355753792571
17,1.6921,0.5934707737743888,-0.5493146131128055
18,1.7355,0.5977031205919249,-0.5688984397040375
19,1.7961,0.5991239223297978,-0.598488038835101
20,1.9303,0.5981370147616248,-0.6660814926191876
21,1.9765,0.5979632918913935,-0.6892683540543032
22,1.9435,0.5964864177901924,-0.6735067911049037
23,1.9399,0.5952613024342218,-0.6723193487828891
24,2.0248,0.5965547874062912,-0.7141226062968544
25,2.0192,0.5957918581492794,-0.7117040709253604
26,2.0466,0.596421062794372,-0.7250894686028141
27,2.0911,0.5982959213034903,-0.7464020393482549
28,2.1608,0.6002612803737143,-0.7802693598131429
29,2.2655,0.6026331228045603,-0.8314334385977198
30,2.2521,0.6033694523263566,-0.8243652738368217
31,2.2241,0.6037304075856132,-0.8101847962071933
32,2.1789,0.6041666218018585,-0.7873666890990707
33,2.115,0.6042010482372469,-0.7553994758813767
34,2.0795,0.6052119481495162,-0.7371440259252419
35,2.1135,0.6052759430555137,-0.7541120284722432
36,2.1409,0.6063467882820431,-0.7672766058589784
37,2.0634,0.603459569576218,-0.729970215211891
38,2.0261,0.6015003509952895,-0.7122998245023553
39,2.1016,0.6022068465640197,-0.7496965767179902
40,2.1082,0.6016033823521505,-0.7532983088239248
41,2.1203,0.6022167996071327,-0.7590416001964335
42,2.1654,0.6030595250996865,-0.7811702374501568
43,2.2129,0.602185019848876,-0.805357490075562
44,2.1787,0.6001351019573751,-0.7892824490213125
45,2.2413,0.6003920812528054,-0.8204539593735972
46,2.223,0.5998927231387756,-0.8115536384306121
47,2.2569,0.6011802226523661,-0.8278598886738169
48,2.2725,0.6010115277020283,-0.8357442361489859
49,2.2821,0.5997812235624485,-0.8411593882187757
50,2.3466,0.6000119616888991,-0.8732940191555505
51,2.39,0.6006045226133843,-0.8946977386933079
52,2.3856,0.599559971411749,-0.8930200142941256
53,2.4039,0.6003494292578033,-0.9017752853710984
54,2.4564,0.602309426767918,-0.927045286616041
55,2.4474,0.6030968915412637,-0.9221515542293681
56,2.518,0.6053219541093341,-0.9563390229453328
57,2.5118,0.605804631011361,-0.9529976844943195
58,2.5091,0.6052193878837262,-0.951940306058137
59,2.5092,0.6043986535698835,-0.9524006732150582
